text,true_label,predicted_label_svm,predicted_label_bert,predicted_label_roberta
"Meet the Model 3, Tesla’s Most Important Car",neutral,positive,positive,positive
"Western ISIS adventurism, Israel behind Hamas: Assange revelations #assange #hamas #israel #palestine #BDS",negative,neutral,neutral,neutral
Cubs fuck horny ass cougars,neutral,negative,negative,negative
"@user of course, it has nothing to do with Saakashvili. Oliver Stone has made ideal propaganda film, and Putin could get his oscar",negative,neutral,positive,neutral
"@user @user Also, learn what the Electoral College is. Popular vote is a BYPRODUCT not a basis for our elections.",negative,positive,neutral,neutral
@user watch he is gonna win the Cy Young now,neutral,positive,positive,positive
"@user @user @user conservatives used to pride themselves on being grounded, practical, down to earth, not fantasists. #change",negative,neutral,neutral,neutral
"every time i think about melania's speech i die laughing. HELLO. *airhorns*hello, i am proud to be- HELLO. *airhorns-* HELLO.",negative,positive,positive,positive
Pillar of the #Chappaqua community an outcast after backing Trump Petty libs#tcot #uniteblue #Clinton #ows #tlot,negative,neutral,neutral,neutral
#KeepsTrumpUpAtNight Should I build that wall around the entire America or on the Mexican border only???,negative,neutral,neutral,neutral
My point was like Fidel Castro or not he Cuba proved Socialism works..and without the US embargo it would flourish..,neutral,negative,positive,positive
The Best Testimony From Washington State&#39;s Gay Marriage Hearing via @user @user,neutral,positive,positive,positive
"@user @user @user @user Reagan wasnt for gun control then he saw some Blk Panthers with guns,then he was forit",negative,neutral,neutral,neutral
Walton family earns more than 130 million Americans - and food stamps and Medicaid funds used to subsidize its low wage earners,positive,neutral,neutral,neutral
Tony Romo auto contest prize out of Huddle,positive,neutral,neutral,neutral
Women Are Planning to Strike to Protest Donald Trump’s Election #TrumpProtest #NotMyPresident #StillWithHer,positive,neutral,neutral,negative
Selling Hot Wheels Tesla Model S #HotWheels #Tesla via @user #ModelS #collectible #toy #ebay #buyitnow #cool,neutral,positive,positive,positive
"Is Trump's Cabinet, The David Dukes of Pennsylvania Ave.? Hear our Bob Dylan: Trump protest song. #RobbingUsBarren",negative,neutral,neutral,neutral
When you're assigned to write a paper about the TPP but the president-elect isn't going to approve it anyways 🙄,neutral,negative,negative,negative
@user Blamed the embargo that did nothing.,neutral,negative,negative,negative
Bet you the one that leaked Michelle's speech to Melania too huh? #ShudaKnownSas,negative,neutral,neutral,neutral
"How many homeless could we feed w/ funds req’d to protect Melania #Trump in NYC? (1 mil / day for NYPD) @user should chip in, no?",negative,neutral,neutral,neutral
"Electoral college and ""2 Senators per state"" is a system rigged right in the constitution. Driven by demands of sla…",neutral,negative,negative,negative
"@user @user Jill, instead of a recount, why not do an audit of voter registration rolls, if you're really looking for fraud?",neutral,negative,negative,negative
We love our green vehicles (@user Model S and @user Mirai) but sometimes lack of infrastructure makes the V8-pow…,neutral,positive,positive,positive
I'm just dying to get on board with Thanksgiving 😭🦃🙌🏻,neutral,positive,positive,positive
Wry and wide ranging talk on consumer #robots by the ever entertaining @user,neutral,positive,positive,positive
‘Kim Fatty the Third’,negative,neutral,neutral,neutral
sakit cen wong iki #ABCGO — watching David Blaine: Beyond Magic,positive,neutral,neutral,neutral
"The Styx Pride have been moving between our dam and then to the East quite regularly. The cubs are more mobile,...",positive,neutral,neutral,neutral
@user @user @user Senator Warren please get out to #StandingRock and make sttmnt. #NoDAPL is #Bernie alone??,negative,neutral,neutral,neutral
Ashley Graham Puts Kim Kardashian's Booty To Shame #cr7 #pornhub,neutral,negative,negative,negative
Peter Thiel insider picked to oversee Trump's Defense Department transition Drone strikes against pesky journalists?,negative,neutral,neutral,neutral
Bob Dylan — Tombstone Blues #WNRNradio,positive,neutral,neutral,neutral
"Have you watched the trailer of #BeautyAndTheBeast yet?If you didn't, watch it right now.@user",positive,neutral,neutral,neutral
@user COMEY COUP.,negative,positive,positive,neutral
@user @user @user @user @user @user Firecrackers will get you the death penalty in CA!,neutral,negative,negative,negative
Ukraine tweeter is sarcastic after the EU's Juncker said Poroshenko is to cancel wood export ban. Futuristic pic of…,negative,neutral,neutral,neutral
"@user @user guys, guys take it easy the Cubs are just gonna go back to back World Series anyways",neutral,positive,positive,positive
@user the usa will become like cuba- old cars and no technology. It will be a self imposed embargo,neutral,negative,negative,negative
The United Nations Building from the Hudson.#un #unitednations #nyc #esterbauerhoneymoon @user,positive,neutral,neutral,neutral
Your wildest #dreams are on the other side of your biggest #fearshttp #DominatingYourMind #DYM…,positive,negative,neutral,neutral
"The #SupremeCourt is ensuring the legality of the process, not #Brexit per se. We should actually be grateful for that.",neutral,positive,positive,positive
Aiya won't see this face for awhile and obsess over Melania's speech together !1!1!!,negative,neutral,neutral,neutral
@user there is no point if the PM himself resigns when he shouldn’t.I am now counting on homeopathy & lack of vaccination.,neutral,negative,negative,negative
It's been a while since we've had a family drama like #thisisus ❤️,positive,negative,neutral,negative
"“Ultimately, it’s about the team.” @user shares what we can learn about #leadership from Tony Romo:",positive,neutral,neutral,neutral
"When all the nut jobs w guns start in, maybe it will be Trump's presidency that gets the US gun control...",neutral,negative,negative,negative
"@user please, Mr. Trump, find a spot in your cabinet for the fantastic Trey Gowdy!",neutral,positive,positive,positive
😑Ellison swings at Trump in Thanksgiving tweets | TheHill,positive,neutral,neutral,neutral
"@user Not yet. I have a few books on how to do that, but lately, I've used 3D printing instead. Will use wires if I use clay again.",positive,negative,neutral,neutral
"Good morning, #Ukraine has a new political party, New Forces with old #Saakashvili Fight for #Maidan heritage",neutral,positive,positive,positive
"#Turkey #Yemen EU should not freeze accession talks with Turkey, Germany says",negative,neutral,neutral,neutral
NBA: Jazz get a 108-83 win over the Nuggets. Hayward added 22 Points/7 Assists. @user @user @user #NBA #TakeNote,positive,neutral,neutral,neutral
"Retweeted Lost In History (@user):Muhammad Ali hugs Pelé at his goodbye match. He said: ""My friend....",positive,neutral,neutral,neutral
Why did I just watch Michael Moore defending #blacklivesmatter,negative,neutral,neutral,neutral
"""Possible to critique leaders/countries/policies/etc x AND y; not mutually exclusive"" - White liberals that can only be found critiquing x.",negative,neutral,neutral,neutral
Remy most def started the shit with truffle butter remix and all the way up remix ...... nicki just released TPP fr…,negative,positive,neutral,neutral
Hopefully Venezuelans free themselves of Maduro now that Fidel is dead so they can eat and live with dignity,negative,positive,neutral,neutral
#JackAssWilly's Options to go into hiding are running out | via @user | http |,negative,neutral,neutral,neutral
New National Minimum Wage Increases -,positive,neutral,neutral,neutral
Microsoft joins the Linux Foundation! Shocking but true! Read what this means for both companies:,neutral,positive,positive,positive
Love it - #Chicago #cop guns down #BlackLivesMatter thug in #Chicago: #LOL #NAACP #BlueLivesMatter #BlackTwitter,neutral,positive,positive,positive
@user I think you should pick Rudy over Mitt but I trust your judgement. #PresidentTrump #MAGA #DrainTheSwamp,positive,neutral,neutral,neutral
how Bob Dylan hoodwinked an entire generation into thinking his voice was tolerable.,negative,positive,neutral,neutral
@user If she thinks that MA voters will forget her lapse she is sadly mistaken. @user @user @user,neutral,negative,negative,negative
"#Hezbollah soldier hands were blown off by an IED in February, walked from #Najaf to #Karbala in #ArbaeenWalk",neutral,positive,negative,negative
"@user @user @user Khaki is not a good colour on me, mind you Kim Jong Un looks great in it",neutral,positive,positive,negative
Taylor Swift and Todrick Hall Celebrate Thanksgiving With an Epic Mannequin Challenge via @user,neutral,positive,positive,positive
"@user Make sure your human companion gets their vaccines and other medicals, or else they will sick you and you will death@user",neutral,negative,negative,negative
See how Uber drivers use weteak's software to track income and manage expenses!,positive,neutral,neutral,neutral
Parents Sue #California for Law That Forces Children to Get Vaccinated #Vaccines,neutral,negative,negative,negative
TeslaMotors: .MensJournal pushed Model S P100D to its limits. Their verdict: 🚀 #teslasharing,positive,neutral,neutral,neutral
"If we have found in GOD meaning for our own lives, we cannot be indifferent to those who are sad or suffering. --Pope Francis",neutral,negative,positive,positive
Leonard Cohen's Son Shares Tribute to Late Father,positive,neutral,neutral,neutral
".@user More realistic version: TRUMP: Putin is a great guy. POROSHENKO: I totally agree! TRUMP: That was a joke, dumb boy.",positive,negative,neutral,neutral
".@user takes down a @user reporter spectacularly. It's Philip Bump, former thug activist.",negative,neutral,neutral,neutral
@user @user oh.......oh no you didn't,neutral,negative,negative,negative
And you thought you were having a bad day...http,neutral,negative,negative,negative
@user @user Waving hello at NPI conferences really pales in comparison to the insidious designs of Leftists.,neutral,positive,negative,negative
#UnitedNations save #Aleppo please. Stop #Russia,neutral,negative,negative,negative
The 10 Best Quotes at the National Book Award Ceremony- #NBAwards via @user @user,neutral,positive,positive,positive
This is how i celebrated #NationalFastFoodDay ...I'm not ashamed...it was a holiday..http,neutral,positive,positive,positive
#4WordBargainBad hombres' honed bras#jokes #comedy #humor,positive,neutral,neutral,neutral
@user Putin's endgame is to get states to dissolve the Union; Trump's devious rhetoric turned policy may make for short reign,negative,neutral,neutral,neutral
"Saakashvili Founds New Party, Begins Struggle for Power in Kiev – Nolan Peterson",negative,neutral,neutral,neutral
"@user I wish you'd stayed in the PC race; save the party from basket of deplorables. I may vote liberal, for the first time ever.",neutral,negative,positive,negative
@user @user that's a lot of conservatives,negative,neutral,neutral,neutral
Waking up beside UI'm a loaded gun I can't contain this anymoreI'm all yours I got no control No control:),neutral,negative,positive,negative
